MOVIES,year_start,is_series,rating,runtime,runtime_is_missing,votes,votes_log,votes_is_missing,num_stars,director_freq,director_is_known,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_film_noir,genre_game_show,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_news,genre_reality_tv,genre_romance,genre_sci_fi,genre_short,genre_sport,genre_talk_show,genre_thriller,genre_unknown,genre_war,genre_western
The Kominsky Method,2018,1,8.2,23.0,0,776.0,6.655440350367647,0,4,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kominsky Method,2018,1,8.1,29.0,0,708.0,6.5638555265321274,0,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kominsky Method,2018,1,8.1,25.0,0,680.0,6.523562306149512,0,4,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Letter for the King,2020,1,7.0,51.0,0,240.0,5.484796933490655,0,4,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Letter for the King,2020,1,6.9,40.0,0,209.0,5.3471075307174685,0,4,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Letter for the King,2020,1,7.1,46.0,0,218.0,5.389071729816501,0,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Letter for the King,2020,1,5.8,49.0,0,255.0,5.545177444479562,0,4,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kominsky Method,2018,1,8.1,25.0,0,679.0,6.522092798170152,0,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kominsky Method,2018,1,8.3,25.0,0,685.0,6.530877627725885,0,4,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kominsky Method,2018,1,8.1,21.0,0,651.0,6.480044561926653,0,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kominsky Method,2018,1,8.1,26.0,0,717.0,6.576469569048224,0,4,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Umbrella Academy,2019,1,8.1,48.0,0,3124.0,8.047189562170502,0,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorjonen,2016,1,7.7,61.0,0,177.0,5.181783550292085,0,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Élite,2018,1,7.9,48.0,0,1048.0,6.955592608396297,0,4,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Élite,2018,1,9.1,51.0,0,1603.0,7.38025578842646,0,4,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
You vs. Wild,2019,0,6.5,14.0,0,206.0,5.332718793265369,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
You vs. Wild,2019,0,6.7,20.0,0,158.0,5.0689042022202315,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
You vs. Wild,2019,0,6.9,26.0,0,118.0,4.77912349311153,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
You vs. Wild,2019,0,7.0,60.0,1,91.0,4.5217885770490405,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
You vs. Wild,2019,0,6.9,60.0,1,91.0,4.5217885770490405,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
You vs. Wild,2019,0,7.1,60.0,1,85.0,4.454347296253507,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
You vs. Wild,2019,0,6.8,60.0,1,86.0,4.465908118654584,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
You vs. Wild,2019,0,6.9,60.0,1,78.0,4.3694478524670215,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mighty Little Bheem,2019,1,9.1,60.0,1,9.0,2.302585092994046,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Supergirl,2015,1,8.2,42.0,0,1130.0,7.030857476116121,0,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Kingdom,2015,1,8.6,56.0,0,2082.0,7.641564441260972,0,4,6,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Queen's Gambit,2020,0,8.5,59.0,0,9464.0,9.155356063643422,0,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Queen's Gambit,2020,0,8.8,65.0,0,8832.0,9.086249986745132,0,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Queen's Gambit,2020,0,8.5,46.0,0,7965.0,8.982937763741589,0,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Queen's Gambit,2020,0,8.5,49.0,0,7730.0,8.952993499320474,0,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Queen's Gambit,2020,0,8.3,48.0,0,7462.0,8.917712757131387,0,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Queen's Gambit,2020,0,8.5,60.0,0,7538.0,8.927844826211702,0,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Have I Ever,2020,1,7.5,28.0,0,848.0,6.744059186311348,0,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Have I Ever,2020,1,7.7,29.0,0,746.0,6.616065185132817,0,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Have I Ever,2020,1,7.9,30.0,0,703.0,6.556778356158042,0,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Have I Ever,2020,1,7.8,22.0,0,699.0,6.551080335043404,0,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Have I Ever,2020,1,7.9,29.0,0,694.0,6.543911845564792,0,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Have I Ever,2020,1,8.6,23.0,0,799.0,6.684611727667927,0,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Have I Ever,2020,1,7.8,24.0,0,648.0,6.47543271670409,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Have I Ever,2020,1,8.2,28.0,0,674.0,6.51471269087253,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Have I Ever,2020,1,8.5,24.0,0,708.0,6.5638555265321274,0,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Have I Ever,2020,1,8.9,28.0,0,884.0,6.785587645007929,0,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gift,2019,1,7.9,42.0,0,777.0,6.656726524178391,0,4,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Gift,2019,1,8.0,43.0,0,655.0,6.486160788944089,0,4,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Gift,2019,1,8.1,48.0,0,621.0,6.432940092739179,0,4,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Gift,2019,1,7.8,43.0,0,575.0,6.3561076606958915,0,4,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Gift,2019,1,7.7,46.0,0,576.0,6.3578422665081,0,4,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Gift,2019,1,8.0,42.0,0,549.0,6.309918278226516,0,4,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Gift,2019,1,7.8,41.0,0,540.0,6.293419278846481,0,4,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Gift,2019,1,8.4,49.0,0,630.0,6.447305862541213,0,4,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hollywood,2020,0,7.7,44.0,0,1572.0,7.360739903058278,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On My Block,2018,1,8.4,30.0,0,199.0,5.298317366548036,0,4,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Girls,2018,1,8.1,41.0,0,460.0,6.133398042996649,0,4,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flash,2014,1,7.9,42.0,0,1881.0,7.540090320145325,0,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flash,2014,1,7.5,42.0,0,1731.0,7.4570320891223805,0,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flash,2014,1,7.7,42.0,0,1711.0,7.445417556701687,0,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flash,2014,1,7.6,42.0,0,1669.0,7.4205789054108005,0,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flash,2014,1,7.5,42.0,0,1706.0,7.442492722794441,0,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flash,2014,1,8.7,42.0,0,2085.0,7.643003635560718,0,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flash,2014,1,8.1,42.0,0,1728.0,7.455298485683291,0,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flash,2014,1,7.0,42.0,0,1479.0,7.299797366758161,0,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home for Christmas,2019,1,7.4,31.0,0,210.0,5.351858133476067,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Home for Christmas,2019,1,7.5,26.0,0,194.0,5.272999558563747,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Home for Christmas,2019,1,7.3,29.0,0,189.0,5.247024072160486,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Home for Christmas,2019,1,7.5,27.0,0,189.0,5.247024072160486,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Home for Christmas,2019,1,7.7,31.0,0,211.0,5.356586274672012,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Home for Christmas,2019,1,7.3,29.0,0,233.0,5.455321115357702,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Power Rangers Beast Morphers,2019,1,8.7,60.0,1,43.0,3.784189633918261,0,4,21,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Order,2019,1,7.3,47.0,0,375.0,5.929589143389895,0,4,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Order,2019,1,7.4,48.0,0,339.0,5.8289456176102075,0,4,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Order,2019,1,7.6,44.0,0,335.0,5.817111159963204,0,4,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Order,2019,1,7.7,45.0,0,332.0,5.808142489980444,0,4,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Order,2019,1,7.5,51.0,0,312.0,5.746203190540153,0,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Order,2019,1,7.7,46.0,0,311.0,5.7430031878094825,0,4,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Order,2019,1,7.6,46.0,0,316.0,5.75890177387728,0,4,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Order,2019,1,7.7,51.0,0,333.0,5.811140992976701,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Order,2019,1,7.6,49.0,0,305.0,5.723585101952381,0,4,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Order,2019,1,8.0,49.0,0,372.0,5.921578419643816,0,4,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Test,2005,1,6.4,23.0,0,24.0,3.2188758248682006,0,4,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Test,2005,1,6.6,23.0,0,25.0,3.258096538021482,0,4,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Test,2005,1,6.3,23.0,0,28.0,3.367295829986474,0,4,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Test,2005,1,6.8,23.0,0,34.0,3.5553480614894135,0,4,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin River,2019,1,8.1,41.0,0,461.0,6.135564891081739,0,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
On My Block,2018,1,8.2,32.0,0,175.0,5.170483995038151,0,4,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgerton,2020,1,7.3,58.0,0,2259.0,7.723120092266331,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Warrior Nun,2020,1,7.2,40.0,0,863.0,6.761572768804055,0,4,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior Nun,2020,1,7.4,46.0,0,815.0,6.704414354964107,0,4,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior Nun,2020,1,7.4,44.0,0,776.0,6.655440350367647,0,4,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior Nun,2020,1,7.5,45.0,0,763.0,6.638567789166521,0,4,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior Nun,2020,1,7.5,46.0,0,777.0,6.656726524178391,0,4,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior Nun,2020,1,7.6,39.0,0,740.0,6.608000625296087,0,4,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior Nun,2020,1,7.6,41.0,0,731.0,6.595780513961311,0,4,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior Nun,2020,1,8.0,37.0,0,760.0,6.634633357861686,0,4,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior Nun,2020,1,8.1,42.0,0,885.0,6.786716950605081,0,4,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power Rangers Beast Morphers,2019,1,8.7,60.0,1,43.0,3.784189633918261,0,4,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power Rangers Beast Morphers,2019,1,8.5,60.0,1,40.0,3.713572066704308,0,4,21,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power Rangers Beast Morphers,2019,1,8.7,60.0,1,42.0,3.7612001156935624,0,4,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenleaf,2016,1,8.1,42.0,0,30.0,3.4339872044851463,0,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,7.3,60.0,1,106.0,4.672828834461906,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,7.1,60.0,1,91.0,4.5217885770490405,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,7.5,60.0,1,85.0,4.454347296253507,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,6.9,60.0,1,80.0,4.394449154672439,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,7.2,60.0,1,74.0,4.31748811353631,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,7.2,60.0,1,71.0,4.276666119016055,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,7.4,60.0,1,71.0,4.276666119016055,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,7.4,60.0,1,69.0,4.248495242049359,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,7.0,60.0,1,72.0,4.290459441148391,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,7.4,60.0,1,69.0,4.248495242049359,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,7.8,60.0,1,69.0,4.248495242049359,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,1,8.5,60.0,1,78.0,4.3694478524670215,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rain,2018,1,7.0,46.0,0,553.0,6.317164686747284,0,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Rain,2018,1,6.7,41.0,0,526.0,6.267200548541362,0,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Rain,2018,1,6.8,48.0,0,517.0,6.249975242259483,0,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Rain,2018,1,7.0,43.0,0,524.0,6.263398262591624,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Rain,2018,1,7.5,42.0,0,614.0,6.421622267806518,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
After Life,2019,1,7.9,27.0,0,1942.0,7.57198844937744,0,4,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirit Riding Free,2017,1,8.1,23.0,0,15.0,2.772588722239781,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirit Riding Free,2017,1,8.5,23.0,0,14.0,2.70805020110221,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirit Riding Free,2017,1,8.0,23.0,0,11.0,2.4849066497880004,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirit Riding Free,2017,1,8.0,23.0,0,13.0,2.6390573296152584,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirit Riding Free,2017,1,8.1,60.0,1,13.0,2.6390573296152584,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirit Riding Free,2017,1,8.2,60.0,1,14.0,2.70805020110221,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby,2018,1,7.6,49.0,0,146.0,4.990432586778736,0,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roman Empire,2016,1,7.2,60.0,1,205.0,5.327876168789581,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roman Empire,2016,1,7.2,60.0,1,175.0,5.170483995038151,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roman Empire,2016,1,7.3,60.0,1,174.0,5.1647859739235145,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roman Empire,2016,1,7.3,60.0,1,169.0,5.135798437050262,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby,2018,1,7.8,49.0,0,131.0,4.882801922586371,0,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby,2018,1,7.9,51.0,0,130.0,4.875197323201151,0,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby,2018,1,8.0,43.0,0,125.0,4.836281906951478,0,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby,2018,1,7.9,41.0,0,117.0,4.770684624465665,0,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby,2018,1,8.0,45.0,0,131.0,4.882801922586371,0,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Letter for the King,2020,1,7.0,45.0,0,234.0,5.459585514144159,0,4,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dexter,2006,1,8.8,53.0,0,4744.0,8.464846711044029,0,4,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dexter,2006,1,9.0,55.0,0,4213.0,8.346167594364134,0,4,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dexter,2006,1,9.0,51.0,0,4210.0,8.345455428161928,0,4,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dexter,2006,1,9.2,51.0,0,5115.0,8.540128162698734,0,4,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dexter,2006,1,8.6,56.0,0,4324.0,8.37216741936598,0,4,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dexter,2006,1,8.7,52.0,0,4287.0,8.363575702750637,0,4,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
